any_file_hash_malicious,max_behavioral_sandbox_score,malicious_attachment_count,any_exploit_pattern_detected,max_amsi_suspicion_score,total_yara_match_count,total_ioc_count,packer_detected,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,has_executable_attachment,unscannable_attachment_present,sender_known_malicious,smtp_ip_known_malicious,return_path_known_malicious,final_url_known_malicious,total_components_detected_malicious,Binary_Label
1,0.8056979124188701,1,1,0.8602677037770887,2,9,0,0,0,1,0,0.7319522381899668,0,0,0,0,0,1,1,Malicious
0,0.7413043079346561,1,0,0.7471021639331448,3,2,0,0,0,0,0,0.0,1,0,1,1,0,0,1,Malicious
0,0.0960991374279239,0,0,0.039185578263513,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0533169709144375,0,0,0.0153310553136563,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.050207193450174,0,0,0.0255129131561679,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.844842943048303,1,0,0.5525118264911245,3,1,1,1,1,0,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.7654758709323278,1,0,0.7974611909347123,0,2,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.0072581473883109,0,0,0.0345609632638566,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.710171117691168,1,0,0.7646491549094808,1,2,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.8654213788818228,1,0,0.7767083796909117,2,3,0,1,1,0,1,0.0,0,0,0,0,0,0,1,Malicious
1,0.9160325167783028,1,0,0.7723584921730496,2,2,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
0,0.0099791569161453,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9013051834905252,2,0,0.657884700316286,2,6,0,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
0,0.0055609175297685,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0676229672788702,0,0,0.0310564367428816,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0355158915363437,0,0,0.0208432568777463,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0121276205854941,0,0,0.0020009981869709,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.019403092206343,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0459185532421233,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.931530541932588,1,0,0.855525576593657,2,4,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.0124267924557401,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9113392097853936,1,0,0.6821295479279648,4,2,0,0,0,0,1,0.0,1,0,0,1,0,1,1,Malicious
0,0.0128096689991068,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,Not-Malicious
0,0.0467733258042819,0,0,0.0304922299214657,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0251601691811698,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.75696476701451,1,1,0.7148728680347738,7,7,1,0,0,0,0,0.8084351463046339,0,0,1,0,0,0,1,Malicious
0,0.7939926379453641,1,0,0.7640323330961323,3,4,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
0,0.721532665556648,1,0,0.9455545054408636,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.0153795848210986,0,0,0.0043830355613378,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0998170346277233,0,0,0.0048353626402296,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8356853514712316,1,0,0.7453263689013732,2,3,0,1,1,1,0,0.0,0,0,0,1,0,0,1,Malicious
1,0.6267808449091488,1,0,0.5508409606961374,0,1,0,0,0,0,0,0.0,0,0,1,1,0,1,3,Malicious
0,0.8821180555651282,1,0,0.7140864626266705,0,3,1,0,0,0,0,0.0,1,0,1,1,0,0,1,Malicious
0,0.0407564306732251,0,0,0.0052130036201602,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0322525073715669,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.738833361276176,1,0,0.6298399147577247,2,3,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.0894590140978577,0,0,0.0312834751637618,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8707949986254849,1,1,0.8871067720319924,5,9,0,0,0,1,0,0.7204214874417875,0,0,1,1,0,0,1,Malicious
0,0.0011232300077336,0,0,0.0113554309012248,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0558343565245548,0,0,0.0047678015569686,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.918429382200536,1,0,0.6185300736161929,2,4,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
1,0.7573301715417405,1,0,0.8825326520355742,1,3,0,0,0,0,0,0.0,1,0,1,0,0,0,1,Malicious
0,0.801122779474507,1,1,0.9469422886789876,5,14,0,0,0,1,0,0.5206907734368159,0,0,0,0,0,0,1,Malicious
1,0.8925646406365193,1,1,0.9188323374192576,3,6,0,0,0,0,0,0.4072497760830447,0,0,0,0,0,0,1,Malicious
0,0.0478022761539557,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,Not-Malicious
0,0.0119282688124059,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0852116790602042,0,0,0.0018712700339389,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7579602243119554,1,0,0.6346520009534611,2,4,0,1,1,0,1,0.0,0,0,1,0,0,0,1,Malicious
0,0.7962981194786798,2,0,0.8842587727179136,1,3,1,0,0,0,1,0.0,1,0,0,0,0,1,2,Malicious
0,0.6262728472036876,1,0,0.6053920161847836,2,0,0,1,1,1,0,0.0,0,0,0,1,0,0,1,Malicious
0,0.8723022596718542,1,0,0.6028882386539307,0,1,0,1,1,1,1,0.0,0,0,0,1,0,1,1,Malicious
0,0.0234471903264405,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0281406249078539,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.028108311793172,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0197007909752323,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0244412779533688,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8789241928718574,2,0,0.7855404590569434,1,3,0,0,0,0,1,0.0,1,0,0,0,0,1,2,Malicious
0,0.9172288069361152,2,0,0.7253772119042621,1,5,0,0,0,0,0,0.0,1,0,0,0,0,1,2,Malicious
0,0.8478843860325858,1,0,0.8064226070855214,2,3,0,1,0,0,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.0152929652680664,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0008745135465576,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8833794558132692,1,0,0.6192135410828941,2,1,1,1,0,0,0,0.0,0,0,1,0,0,0,1,Malicious
1,0.7230524680839306,1,0,0.6135967809766172,0,1,1,1,1,0,0,0.0,0,0,1,0,0,0,1,Malicious
0,0.2855788742001648,0,0,0.4952460264744133,2,1,0,0,0,0,0,0.0,0,0,1,1,0,1,1,Malicious
1,0.7221772036506129,2,0,0.6469352173926858,1,4,1,0,0,0,0,0.0,1,0,1,1,0,0,2,Malicious
0,0.7585983295622818,1,0,0.6939698629830692,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.0030165846187229,0,0,0.0345933660361876,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8199576665650367,1,0,0.7557375931064538,1,4,0,1,1,0,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.9140261560316802,2,0,0.8298971906096829,6,2,1,0,0,0,0,0.0,1,0,0,0,0,1,2,Malicious
1,0.7033453365180004,1,0,0.5408963999616619,3,1,0,0,0,0,0,0.0,0,0,1,0,0,1,2,Malicious
0,0.0064461818055361,0,0,0.0453648693124471,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7436580974146607,2,0,0.732865237271754,1,1,0,0,0,0,1,0.0,1,0,0,0,0,1,2,Malicious
0,0.7973318566020906,2,0,0.8122494481521745,2,1,1,0,0,0,0,0.0,1,0,1,1,0,0,2,Malicious
0,0.8997930710873671,1,0,0.7019392385782086,0,1,1,1,1,1,0,0.0,0,0,0,1,0,0,1,Malicious
0,0.0368916622345552,0,0,0.0364081743871249,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8233814575037169,2,0,0.7050771292270536,5,1,1,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
1,0.7658841231188955,1,0,0.9284935472675372,5,3,0,0,0,0,0,0.0,1,0,0,1,0,0,1,Malicious
0,0.0495711592986367,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8821422370090115,1,0,0.7965198195608792,1,1,1,1,0,0,1,0.0,0,0,1,1,0,0,1,Malicious
0,0.0498777134668017,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0742020875735576,0,0,0.0172448921736308,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.9560345493589846,1,1,0.8190030443015132,2,6,1,0,0,0,0,0.7880212210615218,0,0,1,1,0,0,1,Malicious
0,0.0233330836845659,0,0,0.0022248647216674,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0930118281892517,0,0,0.0098100289433824,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0480989252779597,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8044820851758864,1,1,0.7906825594022528,5,7,1,0,0,0,0,0.5760342244014679,0,0,0,0,0,0,1,Malicious
0,0.8742574818909429,1,1,0.9084581367761856,6,7,1,0,0,0,0,0.7970179813290356,0,0,0,1,0,0,1,Malicious
0,0.0305279191147116,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.3156194000630901,0,0,0.5385377496563014,2,1,0,0,0,0,0,0.0,0,0,0,1,0,1,1,Malicious
0,0.030534176533237,0,0,0.0323464930714828,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.4996543768362442,0,0,0.4398590081366547,2,1,0,0,0,0,0,0.0,0,0,0,1,0,1,1,Malicious
0,0.0456900341996571,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8533308417604308,2,0,0.799580384039458,2,3,1,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
0,0.6190653089728889,1,0,0.6363407596161277,1,1,0,0,0,0,0,0.0,0,0,0,0,0,1,3,Malicious
1,0.7786694700798186,1,0,0.6779213560746757,2,0,0,1,0,0,1,0.0,0,0,1,1,0,0,1,Malicious
0,0.0337721351334742,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0185469000122879,0,0,0.0322521490087865,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8062241783636988,1,0,0.5073918420119987,3,2,0,1,1,0,0,0.0,0,0,0,1,0,1,1,Malicious
0,0.7565462866956363,2,0,0.6364576989564291,1,2,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.0202014368018428,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0450548986680118,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8090514999063797,1,1,0.8754715942212297,5,9,1,0,0,1,0,0.5116045658390985,0,0,0,0,0,0,1,Malicious
0,0.0496920009415031,0,0,0.0137928312586214,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0721144769173769,0,0,0.010946150382165,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7770544994739742,1,1,0.7141399703436473,7,9,1,0,0,0,0,0.6564123442965901,0,0,1,1,0,0,1,Malicious
0,0.9233497112601804,2,0,0.91057437490184,7,4,1,0,0,0,0,0.0,1,0,1,0,0,0,2,Malicious
0,0.0111054454243898,0,0,0.0443408291762386,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8716302848453666,1,0,0.8704821659533523,4,1,1,0,0,0,0,0.0,1,0,0,1,0,0,1,Malicious
0,0.0444062063849787,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0441082250179294,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.9782090403697644,1,1,0.8325678906087479,4,8,1,0,0,1,0,0.5416261527633766,0,0,0,0,0,1,1,Malicious
1,0.8881334650481651,1,1,0.8013909039435849,7,11,0,0,0,1,0,0.6241725459769139,0,0,1,0,0,0,1,Malicious
1,0.889718177815084,2,0,0.6514634181380846,2,0,1,0,0,0,1,0.0,1,0,1,1,0,0,2,Malicious
1,0.8770942725166205,1,0,0.9176015957641984,1,2,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
1,0.7900503546230115,1,1,0.8602342876447499,2,10,1,0,0,0,0,0.8078371204950046,0,0,1,1,0,0,1,Malicious
0,0.0047358008399072,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.952417486361318,1,1,0.8515305156884676,6,8,0,0,0,0,0,0.4327545441366406,0,0,0,1,0,0,1,Malicious
0,0.8320638579858087,1,0,0.7188830219350777,0,0,1,1,1,0,1,0.0,0,0,1,0,0,0,1,Malicious
0,0.6152639458739139,1,0,0.7328416924438557,1,3,0,1,1,1,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0871683893176528,0,0,0.0360763556832474,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0219597764643695,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.002707002032146,0,0,0.0241269615749664,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0485963574705906,0,0,0.0167122450167122,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.049917436463448,0,0,0.0039934583891829,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.830932837662714,1,0,0.5733093453423335,0,1,0,1,1,1,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.0361048202278711,0,0,0.0135056924600223,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7648155827153174,1,0,0.8623842558599542,1,2,1,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
1,0.7555153857488988,2,0,0.7582471226374203,4,0,0,0,0,0,0,0.0,1,0,1,0,0,1,2,Malicious
0,0.0108949544342423,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0671176326457704,0,0,0.0213478429684353,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0294957758892849,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0540267547409008,0,0,0.0407517323203278,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8307928783732351,2,0,0.7760302148883844,1,4,1,0,0,0,1,0.0,1,0,1,0,0,0,2,Malicious
0,0.8229996065899124,2,0,0.6475019795596328,5,3,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
1,0.7831140487493876,1,0,0.730689506356546,0,2,0,1,0,0,1,0.0,0,0,0,0,0,0,1,Malicious
1,0.9039601005080312,1,0,0.6440532333717891,1,3,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
0,0.0206622050222069,0,0,0.0330963122525167,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0127424507970898,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0288753938332624,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9427092433340788,2,0,0.8241787651908132,1,2,1,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.0424569267092345,0,0,0.0478830309772878,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7395701193288072,1,0,0.382004485496249,0,3,0,0,0,0,0,0.0,0,0,1,0,0,1,3,Malicious
0,0.0318794835072422,0,0,0.0120042457143449,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7204820502094689,2,0,0.8113680522947252,1,0,1,0,0,0,0,0.0,1,0,1,1,0,1,2,Malicious
0,0.0096375601448452,0,0,0.039000885723351,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0863185444908528,0,0,0.0200411875836797,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8144286216741667,2,0,0.8485245233974357,1,3,1,0,0,0,0,0.0,1,0,1,1,0,0,2,Malicious
0,0.0413489598661404,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.2359863435252778,0,0,0.5295767668330497,0,0,0,0,0,0,0,0.0,0,0,1,1,0,1,1,Malicious
0,0.0288613144229114,0,0,0.0330362014430228,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.809143041957551,1,0,0.9319363607667904,2,3,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
1,0.907985578219642,1,1,0.8268202390140643,5,13,1,0,0,1,0,0.422629903600706,0,0,1,0,0,0,1,Malicious
0,0.0033180972953602,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8147902836603973,1,0,0.6896034595018044,3,3,0,0,0,0,0,0.0,1,0,0,1,0,1,1,Malicious
0,0.0036732818424768,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7517098933415824,1,1,0.91859745848302,10,8,0,0,0,0,0,0.8477381990107364,0,0,1,0,0,0,1,Malicious
0,0.0277997526652414,0,0,0.0058793898449227,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0190812702202762,0,0,0.0149065889463159,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.6620491953192384,1,0,0.6799916224985634,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0067126668891172,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8061944102786688,1,0,0.6811731227341933,2,2,0,1,1,0,0,0.0,0,0,1,1,0,0,1,Malicious
0,0.0549173025589055,0,0,0.0408830852660312,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8428152069051839,1,0,0.7404160209895684,1,2,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.635188657889523,1,0,0.3150974982638588,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,3,Malicious
1,0.9726112337007572,1,1,0.8719941570110983,4,8,1,0,0,0,0,0.8059539110533169,0,0,0,0,0,1,1,Malicious
0,0.0263222560646626,0,0,0.0304925447950591,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9035541064010366,1,1,0.8138052651587511,7,10,1,0,0,0,0,0.4825241546511248,0,0,0,1,0,1,1,Malicious
0,0.8008221723157989,2,0,0.7951014459387264,1,4,0,0,0,0,0,0.0,1,0,0,1,0,0,2,Malicious
0,0.0354792170156992,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7141063581017922,1,0,0.612083121116484,1,1,0,1,0,1,0,0.0,0,0,1,1,0,0,1,Malicious
0,0.8243766111316547,1,0,0.6250016000344072,0,4,0,1,1,0,0,0.0,0,0,0,1,0,0,1,Malicious
0,0.0481439996054883,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7060879833990639,1,0,0.9258412576011888,1,4,0,0,0,0,0,0.0,1,0,0,1,0,0,1,Malicious
0,0.0916174902020255,0,0,0.0087043633371659,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.721166245198742,1,0,0.621162325718102,0,1,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0161242542535608,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9104839048796058,2,0,0.752080878686753,1,2,1,0,0,0,1,0.0,1,0,1,0,0,0,2,Malicious
0,0.0060123696791312,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0492283919957426,0,0,0.0345139404800996,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.89191521739866,2,0,0.8789231046974986,3,2,0,0,0,0,0,0.0,1,0,0,1,0,0,2,Malicious
0,0.0329793052845676,0,0,0.0321638510938096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.6239563725350405,1,0,0.6147648013425111,0,3,0,1,1,0,0,0.0,0,0,1,1,0,0,1,Malicious
0,0.0180315496953493,0,0,0.0382462725371623,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0327826399295247,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9212483733578876,2,0,0.9148168293562744,3,4,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.0299541795961491,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0498617539859106,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.221674424796457,0,0,0.516935841007967,2,3,0,0,0,0,0,0.0,0,0,1,0,0,1,1,Malicious
0,0.7926902473336714,1,0,0.6270159061305438,2,0,1,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.8655824211605722,2,0,0.6140289181232392,4,2,0,0,0,0,0,0.0,1,0,1,1,0,1,2,Malicious
0,0.0530277040857231,0,0,0.0077974215862979,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.9135141164166344,2,0,0.7514732817248677,1,2,0,0,0,0,1,0.0,1,0,0,1,0,0,2,Malicious
0,0.0398082531568312,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,Not-Malicious
1,0.75533679064676,1,0,0.7810888525373929,4,1,1,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
1,0.880401794009868,1,1,0.7702984102317507,7,12,1,0,0,1,0,0.6706902696520345,0,0,1,0,0,0,1,Malicious
1,0.8986044303684145,1,1,0.7538843981793366,8,8,0,0,0,1,0,0.5057547018564641,0,0,1,0,0,0,1,Malicious
0,0.0158917898744146,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0415065902891159,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0497261463059464,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9446078575630484,1,0,0.745039828765165,2,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.0340196725739108,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7482001319981341,1,0,0.7694459126727153,1,3,1,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.8373861817111813,1,0,0.8518869873670009,1,3,0,0,0,0,0,0.0,1,0,1,0,0,0,1,Malicious
0,0.7729049592045012,1,0,0.6073271909038425,2,2,1,1,1,0,1,0.0,0,0,1,0,0,0,1,Malicious
0,0.794971315240198,1,0,0.815571266081937,1,3,1,0,0,0,0,0.0,1,0,0,1,0,0,1,Malicious
0,0.035956299907601,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8281292671303702,1,0,0.6378536135634844,3,1,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
1,0.8143876589270265,2,0,0.8418870931673683,4,2,0,0,0,0,1,0.0,1,0,1,0,0,0,2,Malicious
1,0.6787592477870041,1,0,0.5378448328587623,1,1,0,1,1,0,0,0.0,0,0,1,1,0,0,1,Malicious
0,0.7393963012259914,1,0,0.9201705587512616,1,3,0,0,0,0,0,0.0,1,0,0,1,0,0,1,Malicious
0,0.7945921205226216,2,0,0.7379941274430826,6,1,0,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
0,0.0735364020455538,0,0,0.0315806592932535,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.019447729818123,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0022995033420758,0,0,0.0426804788259545,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.6988155460930444,1,0,0.7169859334811954,1,0,0,1,1,0,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.9782724635925784,1,1,0.8146666086336054,10,13,1,0,0,1,0,0.4894882019985008,0,0,0,0,0,0,1,Malicious
1,0.9204032206552626,1,1,0.720051003124351,4,6,1,0,0,0,0,0.7976341198536409,0,0,1,0,0,1,1,Malicious
1,0.9735787059782413,1,1,0.824905012113948,4,7,1,0,0,0,0,0.583248841102786,0,0,1,0,0,0,1,Malicious
1,0.8596859030311039,2,0,0.8364795029412282,0,8,0,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
1,0.8637521468786121,1,1,0.8253749203901104,6,8,1,0,0,0,0,0.6556758807898746,0,0,1,0,0,0,1,Malicious
0,0.0263289697464264,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9365018459885558,1,1,0.9258536541295792,5,9,0,0,0,1,0,0.7667332709893443,0,0,0,1,0,0,1,Malicious
0,0.0991417577706803,0,0,0.0143239504348372,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
